,url,index,course_id,review_platform,title,provider,school,published_time,effort_hours(perWeek).,level,price,enrollment_type,course_length,subject,area,value_lead,value_lead.log,value_lead.norm,between,bet_rank,trans,trans_rank,mix_rank,mix_rank.norm,title
158,https://www.class-central.com/mooc/1767/coursera-understanding-research-methods,4850,classCentral-1519,classCentral,Understanding Research Methods,Coursera,University of London International Programmes,1,5,NA,49,FREE audit/Pay for certificate,4,Research Methods,Physical Science and Engineering,12.0000001,2.564949365,0.001814982,0.001080765,787,0.830179782,461,1248,0.674242424,Understanding Research Methods
814,https://www.class-central.com/mooc/5074/coursera-materials-science-10-things-every-engineer-should-know,5105,classCentral-1774,classCentral,Materials Science: 10 Things Every Engineer Should Know,Coursera,"University of California, Davis",3,NA,NA,49,FREE audit/Pay for certificate,5,Mechanical Engineering,Physical Science and Engineering,4.0000001,1.609437932,0.000605061,0.001067567,786,0.523881779,676,1462,0.79004329,Materials Science: 10 Things Every Engineer Should Know
162,https://www.class-central.com/mooc/1779/edx-introduction-to-computational-thinking-and-data-science,3452,classCentral-121,classCentral,Introduction to Computational Thinking and Data Science,edX,Massachusetts Institute of Technology,1,15,Intermediate,49,FREE audit/Pay for certificate,10,Computer Science,Computer Science,91.0000001,4.521788578,0.013762955,0.00106611,785,0.495456871,706,1491,0.805735931,Introduction to Computational Thinking and Data Science
460,https://www.class-central.com/mooc/3331/coursera-the-role-of-global-capital-markets,5368,classCentral-2037,classCentral,The Role of Global Capital Markets,Coursera,University of Melbourne,3,5.5,NA,49,FREE audit/Pay for certificate,4,Finance,Business,1.00E-07,1.00E-07,1.00E-07,0.001055804,784,0.663920035,565,1349,0.728896104,The Role of Global Capital Markets
673,https://www.class-central.com/mooc/427/coursera-heterogeneous-parallel-programming,6253,classCentral-2922,classCentral,Heterogeneous Parallel Programming,Coursera,University of Illinois at Urbana-Champaign,0,7,NA,NA,NA,9,Software Development,Computer Science,15.0000001,2.772588728,0.002268703,0.001039672,783,0.885386941,447,1230,0.664502165,Heterogeneous Parallel Programming
124,https://www.class-central.com/mooc/1635/edx-astrophysics-exploring-exoplanets,3703,classCentral-372,classCentral,Astrophysics: Exploring Exoplanets,edX,Australian National University,1,3,Intermediate,50,FREE audit/Pay for certificate,9,Physics,Physical Science and Engineering,10.0000001,2.397895282,0.001512502,0.001030284,782,0.720072255,519,1301,0.702922078,Astrophysics: Exploring Exoplanets
384,https://www.class-central.com/mooc/2986/coursera-moral-foundations-of-politics,5569,classCentral-2238,classCentral,Moral Foundations of Politics,Coursera,Yale University,2,13.5,NA,49,FREE audit/Pay for certificate,8,Governance and Society,Social Sciences,23.0000001,3.178053835,0.003478624,0.001009136,781,0.626445882,599,1380,0.745670996,Moral Foundations of Politics
851,https://www.class-central.com/mooc/546/coursera-foundations-of-business-strategy,5847,classCentral-2516,classCentral,Foundations of Business Strategy,Coursera,University of Virginia,NA,5.5,NA,79,FREE audit/Pay for certificate,4,Business Strategy,Business,26.0000001,3.29583687,0.003932344,0.001005202,780,0.319119874,801,1581,0.854437229,Foundations of Business Strategy
75,https://www.class-central.com/mooc/1386/coursera-core-concepts-in-data-analysis,6170,classCentral-2839,classCentral,Core Concepts in Data Analysis,Coursera,Higher School of Economics,1,7,NA,NA,NA,NA,Data Analysis,Data Science,5.0000001,1.791759486,0.000756301,0.00098519,779,0.79604811,479,1258,0.67965368,Core Concepts in Data Analysis
253,https://www.class-central.com/mooc/2429/edx-hum2-1x-the-ancient-greek-hero-in-24-hours-hours-1-5-epic-and-lyric,4505,classCentral-1174,classCentral,The Ancient Greek Hero in 24 Hours (Hours 1-5): Epic and Lyric,edX,Harvard University,2,6.5,NA,NA,NA,4,Humanities,Arts and Humanities,5.0000001,1.791759486,0.000756301,0.000984733,774,0.907513272,432,1206,0.651515152,The Ancient Greek Hero in 24 Hours (Hours 1-5): Epic and Lyric
274,https://www.class-central.com/mooc/2502/edx-hum2-2x-the-ancient-greek-hero-in-24-hours-hours-6-11-signs-of-the-hero-in-epic-and-iconography,4508,classCentral-1177,classCentral,The Ancient Greek Hero in 24 Hours (Hours 6-11): Signs of the Hero in Epic and Iconography,edX,Harvard University,2,6.5,NA,NA,NA,4,Humanities,Arts and Humanities,5.0000001,1.791759486,0.000756301,0.000984733,774,0.907513272,432,1206,0.651515152,The Ancient Greek Hero in 24 Hours (Hours 6-11): Signs of the Hero in Epic and Iconography
286,https://www.class-central.com/mooc/2624/edx-hum2-3x-the-ancient-greek-hero-in-24-hours-hours-12-15-cult-of-heroes,4512,classCentral-1181,classCentral,The Ancient Greek Hero in 24 Hours (Hours 12-15): Cult of Heroes,edX,Harvard University,2,6.5,NA,NA,NA,4,Humanities,Arts and Humanities,5.0000001,1.791759486,0.000756301,0.000984733,774,0.907513272,432,1206,0.651515152,The Ancient Greek Hero in 24 Hours (Hours 12-15): Cult of Heroes
287,https://www.class-central.com/mooc/2626/edx-hum2-4x-the-ancient-greek-hero-in-24-hours-hours-16-21-the-hero-in-tragedy,4514,classCentral-1183,classCentral,The Ancient Greek Hero in 24 Hours (Hours 16-21): The Hero in Tragedy,edX,Harvard University,2,6.5,NA,NA,NA,4,Humanities,Arts and Humanities,5.0000001,1.791759486,0.000756301,0.000984733,774,0.907513272,432,1206,0.651515152,The Ancient Greek Hero in 24 Hours (Hours 16-21): The Hero in Tragedy
289,https://www.class-central.com/mooc/2629/edx-hum2-5x-the-ancient-greek-hero-in-24-hours-hours-22-24-plato-and-beyond,4518,classCentral-1187,classCentral,The Ancient Greek Hero in 24 Hours (Hours 22-24): Plato and Beyond,edX,Harvard University,2,6.5,NA,NA,NA,4,Humanities,Arts and Humanities,5.0000001,1.791759486,0.000756301,0.000984733,774,0.907513272,432,1206,0.651515152,The Ancient Greek Hero in 24 Hours (Hours 22-24): Plato and Beyond
722,https://www.class-central.com/mooc/4357/coursera-business-metrics-for-data-driven-companies,5718,classCentral-2387,classCentral,Business Metrics for Data-Driven Companies,Coursera,Duke University,3,4,NA,49,FREE audit/Pay for certificate,4,Data Analysis,Data Science,8.000000101,2.197224589,0.001210021,0.00098374,773,0.603936989,610,1383,0.747294372,Business Metrics for Data-Driven Companies
657,https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,6157,classCentral-2826,classCentral,A Beginner's Guide to Irrational Behavior,Coursera,Duke University,NA,9,NA,NA,NA,NA,Psychology,Social Sciences,34.0000001,3.555348064,0.005142266,0.000971599,772,0.538083951,659,1431,0.773268398,A Beginner's Guide to Irrational Behavior
229,https://www.class-central.com/mooc/2164/coursera-geospatial-intelligence-the-geospatial-revolution,6402,classCentral-3071,classCentral,Geospatial Intelligence & the Geospatial Revolution,Coursera,Pennsylvania State University,2,7.5,NA,NA,NA,5,Engineering,Physical Science and Engineering,1.00E-07,1.00E-07,1.00E-07,0.000971209,771,0.698097807,536,1307,0.706168831,Geospatial Intelligence & the Geospatial Revolution
553,https://www.class-central.com/mooc/380/coursera-introductory-human-physiology,4718,classCentral-1387,classCentral,Introductory Human Physiology,Coursera,Duke University,NA,7,NA,49,FREE audit/Pay for certificate,10,Biology,Life Sciences,14.0000001,2.708050208,0.002117462,0.000970424,770,0.75921204,492,1262,0.681818182,Introductory Human Physiology
508,https://www.class-central.com/mooc/351/coursera-a-history-of-the-world-since-1300,6104,classCentral-2773,classCentral,A History of the World since 1300,Coursera,Princeton University,0,5.5,NA,NA,NA,NA,History,Arts and Humanities,5.0000001,1.791759486,0.000756301,0.000958203,769,0.819235548,471,1240,0.66991342,A History of the World since 1300
980,https://www.class-central.com/mooc/860/coursera-foundations-of-virtual-instruction,4882,classCentral-1551,classCentral,Foundations of Virtual Instruction,Coursera,"University of California, Irvine",1,3,NA,39,FREE audit/Pay for certificate,5,Education,Social Sciences,1.0000001,0.693147231,0.00015134,0.000957274,767,0.688961144,543,1310,0.707792208,Foundations of Virtual Instruction
984,https://www.class-central.com/mooc/870/coursera-emerging-trends-technologies-in-the-virtual-k-12-classroom,5449,classCentral-2118,classCentral,Emerging Trends & Technologies in the Virtual K-12 Classroom,Coursera,"University of California, Irvine",1,3,NA,39,FREE audit/Pay for certificate,5,Education,Social Sciences,1.00E-07,1.00E-07,1.00E-07,0.000957274,767,0.688961144,543,1310,0.707792208,Emerging Trends & Technologies in the Virtual K-12 Classroom
752,https://www.class-central.com/mooc/4485/coursera-big-history-connecting-knowledge,5392,classCentral-2061,classCentral,Big History: Connecting Knowledge,Coursera,Macquarie University,3,NA,NA,49,FREE audit/Pay for certificate,6,History,Arts and Humanities,24.0000001,3.218875829,0.003629864,0.000953745,766,0.452453208,729,1495,0.807900433,Big History: Connecting Knowledge
758,https://www.class-central.com/mooc/454/coursera-web-intelligence-and-big-data,6169,classCentral-2838,classCentral,Web Intelligence and Big Data,Coursera,Indian Institute of Technology Delhi,0,3.5,NA,NA,NA,9,Mobile and Web Development,Computer Science,8.0000001,2.197224588,0.001210021,0.000939661,765,0.899231919,441,1206,0.651515152,Web Intelligence and Big Data
186,https://www.class-central.com/mooc/1928/edx-anthropology-of-current-world-issues,3426,classCentral-95,classCentral,Anthropology of Current World Issues,edX,University of Queensland,2,2,Introductory,99,FREE audit/Pay for certificate,9,Humanities,Arts and Humanities,18.0000001,2.944438984,0.002722423,0.000936028,764,0.936789047,423,1187,0.641233766,Anthropology of Current World Issues
469,https://www.class-central.com/mooc/3353/edx-introduction-to-cloud-computing,4088,classCentral-757,classCentral,Introduction to Cloud Computing,edX,IEEE,2,3,Introductory,50,FREE audit/Pay for certificate,6,Computer Science,Computer Science,1.0000001,0.693147231,0.00015134,0.00093319,763,0.82443123,466,1229,0.663961039,Introduction to Cloud Computing
931,https://www.class-central.com/mooc/675/coursera-introduction-to-art-concepts-techniques,6088,classCentral-2757,classCentral,Introduction to Art: Concepts & Techniques,Coursera,Pennsylvania State University,NA,6,NA,NA,NA,NA,Music and Art,Arts and Humanities,1.00E-07,1.00E-07,1.00E-07,0.000899123,762,0.520540091,681,1443,0.779761905,Introduction to Art: Concepts & Techniques
538,https://www.class-central.com/mooc/3692/coursera-modeling-discrete-optimization,5952,classCentral-2621,classCentral,Modeling Discrete Optimization,Coursera,University of Melbourne,3,7.5,NA,NA,NA,7,Software Development,Computer Science,9.0000001,2.302585103,0.001361262,0.000889208,761,0.740962943,501,1262,0.681818182,Modeling Discrete Optimization
537,https://www.class-central.com/mooc/3655/coursera-bitcoin-and-cryptocurrency-technologies,4858,classCentral-1527,classCentral,Bitcoin and Cryptocurrency Technologies,Coursera,Princeton University,3,4.5,NA,NA,NA,11,Computer Security and Networks,Computer Science,30.0000001,3.433987208,0.004537305,0.000888164,760,0.333405589,794,1554,0.83982684,Bitcoin and Cryptocurrency Technologies
61,https://www.class-central.com/mooc/1356/coursera-philosophy-and-the-sciences-introduction-to-the-philosophy-of-physical-sciences,4847,classCentral-1516,classCentral,Philosophy and the Sciences: Introduction to the Philosophy of Physical Sciences,Coursera,University of Edinburgh,2,2,NA,49,FREE audit/Pay for certificate,4,Philosophy,Arts and Humanities,24.0000001,3.218875829,0.003629864,0.000878778,759,0.672799528,555,1314,0.70995671,Philosophy and the Sciences: Introduction to the Philosophy of Physical Sciences
214,https://www.class-central.com/mooc/2079/edx-humanity-and-nature-in-chinese-thought,3550,classCentral-219,classCentral,Humanity and Nature in Chinese Thought | ñé?ôÉ?ÞÖßÌñéîÜìÑ??í»æÔ?,edX,The University of Hong Kong,2,2.5,Introductory,50,FREE audit/Pay for certificate,8,Art & Culture,Arts and Humanities,10.0000001,2.397895282,0.001512502,0.000874724,758,0.902068625,438,1196,0.646103896,Humanity and Nature in Chinese Thought | ñé?ôÉ?ÞÖßÌñéîÜìÑ??í»æÔ?
244,https://www.class-central.com/mooc/2338/coursera-understanding-video-games,6346,classCentral-3015,classCentral,Understanding Video Games,Coursera,University of Alberta,2,4,NA,NA,NA,NA,Social Sciences,Social Sciences,5.0000001,1.791759486,0.000756301,0.000873083,757,0.555950339,647,1404,0.758658009,Understanding Video Games
355,https://www.class-central.com/mooc/2872/coursera-an-introduction-to-american-law,5463,classCentral-2132,classCentral,An Introduction to American Law,Coursera,University of Pennsylvania,2,1.5,Introductory,49,FREE audit/Pay for certificate,7,Law,Social Sciences,41.0000001,3.737669621,0.006200947,0.000867653,756,0.518188197,683,1439,0.777597403,An Introduction to American Law
696,https://www.class-central.com/mooc/4310/coursera-mastering-data-analysis-in-excel,5793,classCentral-2462,classCentral,Mastering Data Analysis in Excel,Coursera,Duke University,3,9,NA,49,FREE audit/Pay for certificate,6,Data Analysis,Data Science,8.000000098,2.197224588,0.001210021,0.000857887,755,0.53634537,661,1416,0.765151515,Mastering Data Analysis in Excel
782,https://www.class-central.com/mooc/486/coursera-epigenetic-control-of-gene-expression,4723,classCentral-1392,classCentral,Epigenetic Control of Gene Expression,Coursera,University of Melbourne,1,7,NA,49,FREE audit/Pay for certificate,7,Biology,Life Sciences,10.0000001,2.397895282,0.001512502,0.000853467,754,0.77740019,489,1243,0.671536797,Epigenetic Control of Gene Expression
675,https://www.class-central.com/mooc/4272/coursera-using-databases-with-python,5475,classCentral-2144,classCentral,Using Databases with Python,Coursera,University of Michigan,3,2.5,NA,49,FREE audit/Pay for certificate,5,Software Development,Computer Science,2310,7.74543561,0.349364891,0.000851962,753,0.620617329,601,1354,0.731601732,Using Databases with Python
1010,https://www.class-central.com/mooc/944/edx-was-alexander-great-the-life-leadership-and-legacies-of-history-s-greatest-warrior,3756,classCentral-425,classCentral,"Was Alexander Great? The Life, Leadership, and Legacies of History¡¯s Greatest Warrior",edX,Wellesley College,1,5,Introductory,0,FREE audit,13,History,Arts and Humanities,1.00E-07,1.00E-07,1.00E-07,0.000844473,751,0.620367347,602,1353,0.731060606,"Was Alexander Great? The Life, Leadership, and Legacies of History¡¯s Greatest Warrior"
1022,https://www.class-central.com/mooc/980/coursera-reason-and-persuasion-thinking-through-three-dialogues-by-plato,4687,classCentral-1356,classCentral,Reason and Persuasion: Thinking Through Three Dialogues By Plato,Coursera,National University of Singapore,1,3.5,NA,NA,NA,8,Philosophy,Arts and Humanities,5.0000001,1.791759486,0.000756301,0.000844473,751,0.620367347,602,1353,0.731060606,Reason and Persuasion: Thinking Through Three Dialogues By Plato
573,https://www.class-central.com/mooc/3917/edx-processing-big-data-with-hadoop-in-azure-hdinsight,3798,classCentral-467,classCentral,Processing Big Data with Hadoop in Azure HDInsight,edX,Microsoft,3,3.5,Intermediate,99,FREE audit/Pay for certificate,5,Computer Science,Computer Science,1.00E-07,1.00E-07,1.00E-07,0.000832262,750,0.600072255,612,1362,0.735930736,Processing Big Data with Hadoop in Azure HDInsight
444,https://www.class-central.com/mooc/3289/coursera-finding-hidden-messages-in-dna-bioinformatics-i,5253,classCentral-1922,classCentral,Finding Hidden Messages in DNA (Bioinformatics I),Coursera,"University of California, San Diego",2,7,Introductory,49,FREE audit/Pay for certificate,5,Bioinformatics,Life Sciences,14.0000001,2.708050208,0.002117462,0.000813599,749,0.363708619,787,1536,0.83008658,Finding Hidden Messages in DNA (Bioinformatics I)
687,https://www.class-central.com/mooc/4297/coursera-data-visualization-and-communication-with-tableau,5574,classCentral-2243,classCentral,Data Visualization and Communication with Tableau,Coursera,Duke University,3,7,NA,49,FREE audit/Pay for certificate,5,Data Analysis,Data Science,1.0000001,0.693147231,0.00015134,0.000799728,748,0.596563483,620,1368,0.739177489,Data Visualization and Communication with Tableau
935,https://www.class-central.com/mooc/681/coursera-human-evolution-past-and-future,6142,classCentral-2811,classCentral,Human Evolution: Past and Future,Coursera,University of Wisconsin?Madison,1,4.5,NA,NA,NA,NA,History,Arts and Humanities,1.00E-07,1.00E-07,1.00E-07,0.000797304,747,0.830031769,462,1209,0.653138528,Human Evolution: Past and Future
509,https://www.class-central.com/mooc/352/coursera-fantasy-and-science-fiction-the-human-mind-our-modern-world,6357,classCentral-3026,classCentral,"Fantasy and Science Fiction: The Human Mind, Our Modern World",Coursera,University of Michigan,0,10,NA,NA,NA,NA,Music and Art,Arts and Humanities,7.0000001,2.079441554,0.001058781,0.000777,746,0.936789047,423,1169,0.631493506,"Fantasy and Science Fiction: The Human Mind, Our Modern World"
128,https://www.class-central.com/mooc/1649/edx-tropical-coastal-ecosystems,3712,classCentral-381,classCentral,Tropical Coastal Ecosystems,edX,University of Queensland,1,4.5,Introductory,99,FREE audit/Pay for certificate,9,Biology,Life Sciences,19.0000001,2.995732279,0.002873663,0.000757495,745,0.908480664,431,1176,0.635281385,Tropical Coastal Ecosystems
644,https://www.class-central.com/mooc/4216/coursera-introduction-to-big-data-analytics,6428,classCentral-3097,classCentral,Introduction to Big Data Analytics,Coursera,"University of California, San Diego",3,NA,NA,NA,NA,5,Data Analysis & Statistics,Data Science,2.0000001,1.098612322,0.00030258,0.00073763,744,0.795931468,480,1224,0.661255411,Introduction to Big Data Analytics
691,https://www.class-central.com/mooc/4302/coursera-client-needs-and-software-requirements,5261,classCentral-1930,classCentral,Client Needs and Software Requirements,Coursera,University of Alberta,4,3.5,NA,49,FREE audit/Pay for certificate,4,Design and Product,Computer Science,3.0000001,1.386294386,0.000453821,0.000719433,743,0.560918816,642,1385,0.748376623,Client Needs and Software Requirements
902,https://www.class-central.com/mooc/613/edx-quantum-mechanics-and-quantum-computation,4484,classCentral-1153,classCentral,Quantum Mechanics and Quantum Computation,edX,"University of California, Berkeley",NA,8.5,Intermediate,0,FREE audit,9,Computer Science,Computer Science,4.0000001,1.609437932,0.000605061,0.00071923,742,0.640595131,582,1324,0.715367965,Quantum Mechanics and Quantum Computation
845,https://www.class-central.com/mooc/544/coursera-online-games-literature-new-media-and-narrative,5994,classCentral-2663,classCentral,"Online Games: Literature, New Media, and Narrative",Coursera,Vanderbilt University,1,6.5,Introductory,49,FREE audit/Pay for certificate,6,Music and Art,Arts and Humanities,4.0000001,1.609437932,0.000605061,0.00070855,741,0.707389328,530,1271,0.686688312,"Online Games: Literature, New Media, and Narrative"
448,https://www.class-central.com/mooc/3292/coursera-fundamentals-of-project-planning-and-management,5787,classCentral-2456,classCentral,Fundamentals of Project Planning and Management,Coursera,University of Virginia,2,3,Introductory,59,FREE audit/Pay for certificate,4,Business Essentials,Business,16.0000001,2.83321335,0.002419943,0.000697686,740,0.371500827,786,1526,0.824675325,Fundamentals of Project Planning and Management
458,https://www.class-central.com/mooc/3329/coursera-corporate-financial-decision-making-for-value-creation,4993,classCentral-1662,classCentral,Corporate Financial Decision-Making for Value Creation,Coursera,University of Melbourne,3,5,NA,49,FREE audit/Pay for certificate,4,Finance,Business,4.0000001,1.609437932,0.000605061,0.000697312,739,0.685786541,545,1284,0.693722944,Corporate Financial Decision-Making for Value Creation
982,https://www.class-central.com/mooc/866/coursera-teaching-character-and-creating-positive-classrooms,4728,classCentral-1397,classCentral,Teaching Character and Creating Positive Classrooms,Coursera,Relay Graduate School of Education,1,2,NA,49,FREE audit/Pay for certificate,5,Education,Social Sciences,11.0000001,2.484906658,0.001663742,0.000691797,738,0.381024636,781,1519,0.820887446,Teaching Character and Creating Positive Classrooms
432,https://www.class-central.com/mooc/3206/coursera-cybersecurity-and-its-ten-domains,5084,classCentral-1753,classCentral,Cybersecurity and Its Ten Domains,Coursera,University System of Georgia,2,2.5,Introductory,49,FREE audit/Pay for certificate,7,Computer Security and Networks,Computer Science,8.000000101,2.197224589,0.001210021,0.000683238,737,0.400072255,767,1504,0.812770563,Cybersecurity and Its Ten Domains
392,https://www.class-central.com/mooc/3027/edx-essential-human-biology-cells-and-tissues,3916,classCentral-585,classCentral,Essential Human Biology: Cells and Tissues,edX,University of Adelaide,2,2.5,Introductory,49,FREE audit/Pay for certificate,5,Biology & Life Sciences,Life Sciences,1.00E-07,1.00E-07,1.00E-07,0.000682806,736,0.523881779,676,1412,0.762987013,Essential Human Biology: Cells and Tissues
12,https://www.class-central.com/mooc/1047/coursera-designing-cities,4890,classCentral-1559,classCentral,Designing Cities,Coursera,University of Pennsylvania,1,5,NA,49,FREE audit/Pay for certificate,10,Music and Art,Arts and Humanities,8.0000001,2.197224588,0.001210021,0.000672057,735,0.571500827,635,1370,0.74025974,Designing Cities
834,https://www.class-central.com/mooc/529/coursera-creative-programming-for-digital-media-mobile-apps,4681,classCentral-1350,classCentral,Creative Programming for Digital Media & Mobile Apps,Coursera,University of London International Programmes,NA,7.5,NA,49,FREE audit/Pay for certificate,5,Software Development,Computer Science,1.00E-07,1.00E-07,1.00E-07,0.000640057,734,0.473756466,719,1453,0.78517316,Creative Programming for Digital Media & Mobile Apps
405,https://www.class-central.com/mooc/3076/coursera-programming-mobile-applications-for-android-handheld-systems-part-2,5367,classCentral-2036,classCentral,Programming Mobile Applications for Android Handheld Systems: Part 2,Coursera,"University of Maryland, College Park",2,7.5,NA,49,FREE audit/Pay for certificate,5,Mobile and Web Development,Computer Science,12.0000001,2.564949365,0.001814982,0.000638295,733,0.866196181,451,1184,0.63961039,Programming Mobile Applications for Android Handheld Systems: Part 2
668,https://www.class-central.com/mooc/426/coursera-algorithms-design-and-analysis-part-2,6455,classCentral-3124,classCentral,"Algorithms: Design and Analysis, Part 2",Coursera,Stanford University,0,8,NA,NA,NA,7,Algorithms,Computer Science,14.0000001,2.708050208,0.002117462,0.000630028,732,0.756160535,495,1227,0.662878788,"Algorithms: Design and Analysis, Part 2"
916,https://www.class-central.com/mooc/647/coursera-introduction-to-psychology,5849,classCentral-2518,classCentral,Introduction to Psychology,Coursera,University of Toronto,NA,5,NA,49,FREE audit/Pay for certificate,12,Psychology,Social Sciences,20.0000001,3.044522442,0.003024903,0.000626171,731,0.699231919,535,1266,0.683982684,Introduction to Psychology
807,https://www.class-central.com/mooc/505/coursera-coding-the-matrix-linear-algebra-through-computer-science-applications,6267,classCentral-2936,classCentral,Coding the Matrix: Linear Algebra through Computer Science Applications,Coursera,Brown University,1,8.5,NA,NA,NA,10,Computer Science,Computer Science,4.0000001,1.609437932,0.000605061,0.00062555,730,0.786792577,483,1213,0.65530303,Coding the Matrix: Linear Algebra through Computer Science Applications
928,https://www.class-central.com/mooc/671/coursera-c-for-c-programmers-part-a,4724,classCentral-1393,classCentral,"C++ For C Programmers, Part A",Coursera,"University of California, Santa Cruz",1,8.5,NA,49,FREE audit/Pay for certificate,5,Software Development,Computer Science,28.0000001,3.367295833,0.004234825,0.000620561,729,0.73691436,506,1235,0.667207792,"C++ For C Programmers, Part A"
52,https://www.class-central.com/mooc/1336/edx-jazz-appreciation,4571,classCentral-1240,classCentral,Jazz Appreciation,edX,The University of Texas at Austin,1,3,Introductory,NA,FREE audit/Pay for certificate,10,Music and Art,Arts and Humanities,10.0000001,2.397895282,0.001512502,0.000609136,728,0.428643684,748,1476,0.797619048,Jazz Appreciation
485,https://www.class-central.com/mooc/3454/coursera-federalism-decentralization-evaluating-africa-s-track-record,6010,classCentral-2679,classCentral,Federalism & Decentralization: Evaluating Africa's Track Record,Coursera,Leiden University,2,6,NA,49,FREE audit/Pay for certificate,6,Governance and Society,Social Sciences,1.00E-07,1.00E-07,1.00E-07,0.000604056,727,0.4445167,732,1459,0.788419913,Federalism & Decentralization: Evaluating Africa's Track Record
353,https://www.class-central.com/mooc/2856/coursera---game-theory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Math and Logic,Math and Logic,0,0,1.00E-07,0.000603617,726,0.516995332,684,1410,0.761904762,NA
237,https://www.class-central.com/mooc/2286/coursera-corporate-finance-essentials,5699,classCentral-2368,classCentral,Corporate Finance Essentials,Coursera,IESE Business School,2,2.5,NA,49,FREE audit/Pay for certificate,7,Finance,Business,5.0000001,1.791759486,0.000756301,0.00060298,725,0.931106738,426,1151,0.621753247,Corporate Finance Essentials
3,https://www.class-central.com/mooc/1014/coursera-financial-engineering-and-risk-management-part-i,6002,classCentral-2671,classCentral,Financial Engineering and Risk Management Part I,Coursera,Columbia University,1,NA,NA,49,FREE audit/Pay for certificate,8,Finance,Business,10.0000001,2.397895282,0.001512502,0.000591952,724,0.827332714,464,1188,0.641774892,Financial Engineering and Risk Management Part I
719,https://www.class-central.com/mooc/4353/coursera-customer-analytics,5390,classCentral-2059,classCentral,Customer Analytics,Coursera,University of Pennsylvania,3,5.5,NA,79,FREE audit/Pay for certificate,4,Business Strategy,Business,10.0000001,2.397895282,0.001512502,0.000588096,723,0.659009453,566,1289,0.696428571,Customer Analytics
472,https://www.class-central.com/mooc/338/coursera-social-network-analysis,6226,classCentral-2895,classCentral,Social Network Analysis,Coursera,University of Michigan,0,6,NA,NA,NA,NA,Economics,Social Sciences,5.0000001,1.791759486,0.000756301,0.000535469,722,0.786792577,483,1205,0.650974026,Social Network Analysis
809,https://www.class-central.com/mooc/506/coursera-introduction-to-digital-sound-design,6196,classCentral-2865,classCentral,Introduction to Digital Sound Design,Coursera,Emory University,NA,3.5,NA,NA,NA,NA,Music and Art,Arts and Humanities,10.0000001,2.397895282,0.001512502,0.000526945,721,0.497148279,703,1424,0.769480519,Introduction to Digital Sound Design
486,https://www.class-central.com/mooc/346/coursera-basic-behavioral-neurology,5969,classCentral-2638,classCentral,Basic Behavioral Neurology,Coursera,University of Pennsylvania,1,NA,NA,NA,NA,NA,Biology,Life Sciences,1.00E-07,1.00E-07,1.00E-07,0.000518774,720,0.73999161,504,1224,0.661255411,Basic Behavioral Neurology
309,https://www.class-central.com/mooc/2723/coursera-communication-in-the-21st-century-workplace,5161,classCentral-1830,classCentral,Communication in the 21st Century Workplace,Coursera,"University of California, Irvine",2,6,NA,39,FREE audit/Pay for certificate,4,Business Essentials,Business,5.0000001,1.791759486,0.000756301,0.000516209,719,0.633918409,588,1307,0.706168831,Communication in the 21st Century Workplace
526,https://www.class-central.com/mooc/3603/edx-paradox-and-infinity,3745,classCentral-414,classCentral,Paradox and Infinity,edX,Massachusetts Institute of Technology,2,4.5,Introductory,300,FREE audit/Pay for certificate,10,Philosophy & Ethics,Arts and Humanities,10.0000001,2.397895282,0.001512502,0.000514032,718,0.96500732,412,1130,0.61038961,Paradox and Infinity
611,https://www.class-central.com/mooc/415/coursera-astrobiology-and-the-search-for-extraterrestrial-life,4837,classCentral-1506,classCentral,Astrobiology and the Search for Extraterrestrial Life,Coursera,University of Edinburgh,NA,3.5,NA,49,FREE audit/Pay for certificate,5,Physics and Astronomy,Physical Science and Engineering,35.0000001,3.583518941,0.005293506,0.000512148,717,0.851423607,454,1171,0.632575758,Astrobiology and the Search for Extraterrestrial Life
559,https://www.class-central.com/mooc/384/coursera-medical-neuroscience,4678,classCentral-1347,classCentral,Medical Neuroscience,Coursera,Duke University,NA,18,Advanced,49,FREE audit/Pay for certificate,13,Medicine & Healthcare,Life Sciences,84.00000011,4.442651258,0.012704274,0.000509068,716,0.718020973,521,1237,0.668290043,Medical Neuroscience
825,https://www.class-central.com/mooc/5237/coursera-ancient-philosophy-plato-his-predecessors,4821,classCentral-1490,classCentral,Ancient Philosophy: Plato & His Predecessors,Coursera,University of Pennsylvania,3,NA,NA,49,FREE audit/Pay for certificate,4,Philosophy,Arts and Humanities,29.0000001,3.401197385,0.004386065,0.000508994,715,0.666738922,558,1273,0.687770563,Ancient Philosophy: Plato & His Predecessors
230,https://www.class-central.com/mooc/2167/coursera-greening-the-economy-lessons-from-scandinavia,5961,classCentral-2630,classCentral,Greening the Economy: Lessons from Scandinavia,Coursera,Lund University,2,6.5,Introductory,49,FREE audit/Pay for certificate,5,Environmental Science and Sustainability,Physical Science and Engineering,1.00E-07,1.00E-07,1.00E-07,0.000504211,714,0.528643684,672,1386,0.748917749,Greening the Economy: Lessons from Scandinavia
